linea_id,pedido_id,producto_id,talla,cantidad,precio_unitario,descuento_pct
900588,500245,1081,M,1,"55,86 €",10%
900589,500246,1380,XS,2,"34,77 €",0.0
900590,500246,1273,M,1,"32,69 €",20%
900591,500246,1171,Talla M,1,"18,14 €",0%
900592,500246,1106,36,1,"73,33 €",30%
900593,500247,1352,XL,3,"12,43 €",10%
900594,500247,1234,l,2,"26,50 €",30
900595,500248,1042,M,2,"49,99 €",40%
900596,500248,1378,XS,1,"21,35 €",30%
900597,500249,1042,XL,1,"49,99 €",40%
900598,500250,1097,Talla 37,1,"45,52 €",0.5
900599,500250,1106,38,1,"73,33 €",40%
900600,500251,1118,Talla 38,1,"79,30 €",0
900601,500251,1254,M,1,"42,10 €",0
900602,500251,1239,XL,1,"31,88 €",0%
900603,500252,1042,S,1,"49,99 €",40%
900604,500253,1327,M,1,"77,26 €",0
900605,500254,1258,M,1,"35,14 €",0%
900606,500254,1357,L,1,"16,44 €",0
900607,500255,1227,S,1,"25,33 €",20%
900608,500255,1243,L,1,"42,14 €",0.2
900609,500256,1168,L,1,"19,82 €",0.3
900610,500257,1266,l,1,"33,10 €",0.1
900611,500257,1113,37,1,"38,95 €",0%
900612,500257,1144,42,1,"75,61 €",0
900613,500257,1009,XS,1,"25,67 €",0%
900614,500257,1250,S,1,"31,36 €",0.0
900615,500257,1036,L,1,"51,15 €",0%
900616,500257,1223,XS,1,"29,79 €",0.0
900617,500258,1058,XL,1,"51,95 €",0.2
900618,500258,1070,M,2,"27,27 €",0.2
900619,500259,1041,l,2,"57,12 €",30
900620,500259,1337,M,1,"63,78 €",0.4
900621,500259,1008,XS,1,"54,28 €",0.2
900622,500259,1198,XS,1,"16,38 €",10%
900623,500259,1213,L,1,"12,89 €",0.4
900624,500259,1390,S,1,"19,91 €",20%
900625,500260,1327,XL,1,"77,26 €",0.2
900626,500260,1051,L,1,"46,46 €",20
900627,500260,1245,XS,1,"40,31 €",0.3
900628,500260,1246,L,1,"32,78 €",50%
900629,500260,1164,s,1,"18,58 €",10%
900630,500261,1257,XS,1,"41,13 €",10%
900631,500261,1207,Talla L,1,"16,71 €",20%
900632,500261,1384,L,2,"25,64 €",30%
900633,500261,1117,38,2,"49,56 €",20
900634,500262,1204,M,1,"12,35 €",0.2
900635,500262,1268,S,1,"36,99 €",20%
900636,500262,1113,36,2,"38,95 €",10%
900637,500262,1227,XL,1,"25,33 €",20%
900638,500262,1030,L,1,"46,38 €",20%
900639,500263,1042,M,1,"49,99 €",40%
900640,500263,1280,M,1,"29,54 €",10%
900641,500264,1204,XL,1,"12,35 €",10
900642,500265,1183,M,1,"22,12 €",0.2
900643,500266,1094,37,2,"61,63 €",0%
900644,500267,1176,m,1,"23,41 €",0.1
900645,500267,1285,Talla M,1,"39,82 €",0.4
900646,500268,1053,S,1,"38,51 €",0.5
900647,500269,1307,m,1,"42,98 €",10%
900648,500269,1381,S,1,"34,45 €",0.3
900649,500269,1381,L,1,"34,45 €",40
900650,500269,1203,XS,1,"19,01 €",0.1
900651,500270,1012,L,1,"40,99 €",0.1
900652,500270,1014,S,1,"48,60 €",20
900653,500271,1127,40,1,"79,76 €",0%
900654,500271,1137,37,1,"63,83 €",0.0
900655,500271,1364,M,1,"11,29 €",0.0
900656,500272,1351,S,1,"26,88 €",30%
900657,500272,1311,S,1,"30,25 €",0.1
900658,500273,1042,M,1,"49,99 €",40
900659,500273,1315,S,1,"32,56 €",20%
900660,500274,1297,XL,1,"39,25 €",0.1
900661,500274,1204,S,1,"12,35 €",0%
900662,500274,1038,S,1,"27,52 €",0
900663,500274,1043,Talla XL,1,"54,13 €",0%
900664,500274,1233,Talla M,1,"30,63 €",10%
900665,500275,1180,m,1,"17,79 €",10
900666,500275,1256,S,1,"30,08 €",30
900667,500276,1042,XL,1,"49,99 €",40
900668,500276,1027,m,1,"34,91 €",0.1
900669,500276,1065,M,1,"49,52 €",0.5
900670,500277,1272,L,1,"29,98 €",20%
900671,500277,1345,l,1,"85,68 €",20
900672,500277,1121,42,1,"72,81 €",0.3
900673,500278,1042,S,1,"49,99 €",40
900674,500278,1292,xs,1,"32,80 €",20%
900675,500278,1229,S,1,"38,72 €",0
900676,500279,1160,38,1,"65,05 €",0.3
900677,500279,1203,S,1,"19,01 €",0%
900678,500280,1091,40,1,"75,99 €",0.1
900679,500280,1134,38,2,"31,21 €",10
900680,500280,1045,l,1,"57,82 €",0.2
900681,500281,1078,Talla S,1,"56,16 €",10%
900682,500282,1106,40,1,"73,33 €",0.4
900683,500283,1042,S,1,"49,99 €",0.4
900684,500283,1145,37,1,"44,56 €",30%
900685,500284,1359,M,1,"29,93 €",10
900686,500285,1042,S,1,"49,99 €",40%
900687,500286,1362,M,1,"26,07 €",0.1
900688,500286,1213,XS,2,"12,89 €",0.3
900689,500286,1284,XL,1,"20,70 €",30%
900690,500287,1042,Talla L,1,"49,99 €",0.4
900691,500287,1381,Talla XL,2,"34,45 €",20
900692,500288,1185,M,1,"21,81 €",0.0
900693,500288,1356,XS,1,"31,86 €",0.0
900694,500289,1152,39,1,"48,30 €",10%
900695,500290,1346,m,1,"45,31 €",10%
900696,500291,1125,Talla 36,1,"51,19 €",0.2
900697,500291,1055,S,2,"33,15 €",0.3
900698,500292,1142,38,1,"75,44 €",30%
900699,500292,1378,S,1,"21,35 €",40%
900700,500293,1327,Talla L,1,"77,26 €",40%
900701,500294,1269,XS,1,"20,24 €",0.1
900702,500294,1168,L,1,"19,82 €",0.3
900703,500295,1042,Talla XL,1,"49,99 €",40%
900704,500295,1367,m,1,"13,47 €",30
900705,500295,1350,L,1,"57,49 €",20%
900706,500296,1359,s,1,"29,93 €",0.1
900707,500296,1333,XL,1,"89,35 €",20%
900708,500296,1315,M,1,"32,56 €",10
900709,500297,1361,L,1,"14,66 €",0
900710,500298,1285,XL,1,"39,82 €",0%
900711,500299,1314,M,1,"42,15 €",20%
900712,500299,1245,S,1,"40,31 €",20
900713,500300,1121,37,2,"72,81 €",20%
900714,500300,1005,m,1,"31,32 €",20%
900715,500301,1394,XS,1,"26,56 €",30%
900716,500301,1146,42,1,"34,21 €",30
900717,500302,1099,37,1,"79,99 €",30%
900718,500302,1279,M,1,"28,28 €",50%
900719,500303,1257,XS,1,"41,13 €",30%
900720,500303,1072,S,1,"46,42 €",0.4
900721,500304,1196,XS,1,"15,48 €",0.5
900722,500305,1042,Talla XL,1,"49,99 €",40%
900723,500305,1157,40,1,"47,95 €",0.2
900724,500306,1227,XS,2,"25,33 €",20%
900725,500307,1042,M,2,"49,99 €",40%
900726,500307,1185,S,1,"21,81 €",0.2
900727,500307,1167,M,1,"18,87 €",20
900728,500308,1252,l,1,"33,85 €",0
900729,500308,1013,S,1,"31,03 €",0.2
900730,500308,1204,Talla M,1,"12,35 €",0.3
900731,500309,1036,L,1,"51,15 €",20
900732,500309,1227,L,1,"25,33 €",20
900733,500309,1345,L,1,"85,68 €",10%
900734,500309,1305,Talla XL,2,"32,92 €",0.2
900735,500309,1203,Talla L,1,"19,01 €",0.1
900736,500309,1053,L,1,"38,51 €",0.2
900737,500310,1362,Talla XS,1,"26,07 €",0.1
900738,500310,1312,xs,1,"35,92 €",0.0
900739,500310,1166,M,1,"15,50 €",10%
900740,500311,1330,L,1,"48,41 €",0
900741,500311,1310,XL,1,"40,69 €",0
900742,500312,1310,Talla XL,1,"40,69 €",0.3
900743,500312,1252,L,1,"33,85 €",0.1
900744,500312,1036,M,1,"51,15 €",0.3
900745,500313,1013,XS,1,"31,03 €",30%
900746,500314,1367,XL,2,"13,47 €",0%
900747,500314,1243,M,1,"42,14 €",0%
900748,500314,1176,M,1,"23,41 €",0
900749,500315,1042,Talla L,1,"49,99 €",40
900750,500315,1190,M,1,"19,61 €",20%
900751,500315,1118,37,2,"79,30 €",20%
900752,500316,1005,M,1,"31,32 €",20%
900753,500316,1385,Talla XL,1,"28,77 €",30%
900754,500316,1204,S,1,"12,35 €",0%
900755,500316,1121,40,1,"72,81 €",20%
900756,500317,1042,Talla XL,1,"49,99 €",40%
900757,500318,1063,S,1,"41,19 €",0.4
900758,500318,1182,XL,1,"16,74 €",10%
900759,500319,1359,L,1,"29,93 €",10%
900760,500320,1135,39,1,"71,49 €",0.1
900761,500320,1195,XL,1,"18,13 €",0.2
900762,500320,1071,M,1,"29,62 €",0.3
900763,500320,1200,Talla S,1,"21,79 €",0.2
900764,500321,1186,L,1,"16,09 €",0%
900765,500321,1002,M,1,"27,23 €",0
900766,500321,1065,XS,2,"49,52 €",0.0
900767,500322,1285,xl,1,"39,82 €",10%
900768,500322,1305,s,1,"32,92 €",0.3
900769,500322,1203,Talla L,1,"19,01 €",0.2
900770,500323,1042,Talla L,1,"49,99 €",0.4
900771,500323,1353,Talla XL,1,"13,83 €",30%
900772,500324,1015,Talla XL,1,"33,85 €",0.0
900773,500324,1285,M,1,"39,82 €",30%
900774,500324,1065,XL,1,"49,52 €",0.3
900775,500324,1140,Talla 40,1,"39,31 €",20%
900776,500325,1315,Talla S,1,"32,56 €",10
900777,500325,1142,38,2,"75,44 €",0%
900778,500326,1042,L,3,"49,99 €",40
900779,500326,1210,M,1,"18,98 €",10%
900780,500326,1182,M,1,"16,74 €",50%
900781,500327,1314,L,1,"42,15 €",20
900782,500328,1042,XL,1,"49,99 €",40%
900783,500329,1336,s,1,"80,41 €",0.2
900784,500329,1148,37,2,"36,02 €",0.0
900785,500329,1283,M,1,"24,64 €",40
900786,500329,1181,M,1,"24,51 €",0.1
900787,500329,1007,M,1,"30,50 €",30%
900788,500330,1042,Talla M,2,"49,99 €",40
900789,500330,1353,M,1,"13,83 €",20
900790,500330,1366,L,1,"26,15 €",0
900791,500331,1042,L,1,"49,99 €",0.4
900792,500331,1361,m,1,"14,66 €",50%
900793,500331,1285,M,1,"39,82 €",30%
900794,500331,1067,S,3,"32,97 €",10%
900795,500331,1014,L,1,"48,60 €",0%
900796,500331,1053,xs,1,"38,51 €",20%
900797,500332,1166,M,1,"15,50 €",0.1
900798,500332,1233,XS,2,"30,63 €",0.4
900799,500332,1112,Talla 37,1,"78,05 €",20
900800,500333,1287,XL,1,"35,59 €",10%
900801,500333,1211,XL,1,"12,54 €",0.3
900802,500333,1106,38,1,"73,33 €",0
900803,500334,1158,38,1,"44,36 €",50%
900804,500334,1290,L,1,"23,54 €",20%
900805,500334,1163,L,1,"22,89 €",20
900806,500334,1388,Talla M,1,"15,95 €",40%
900807,500335,1276,L,1,"24,73 €",0%
900808,500335,1207,S,1,"16,71 €",0%
900809,500335,1245,Talla M,2,"40,31 €",0
900810,500336,1357,XS,1,"16,44 €",0%
900811,500337,1205,M,1,"13,61 €",0.3
900812,500337,1286,XL,1,"28,43 €",0.2
900813,500337,1396,Talla XS,1,"15,65 €",40
900814,500337,1306,L,1,"38,88 €",30%
900815,500337,1053,Talla M,1,"38,51 €",20
900816,500338,1042,Talla M,1,"49,99 €",40%
900817,500338,1221,m,1,"28,31 €",20
900818,500339,1338,xl,3,"61,23 €",0.2
900819,500339,1244,Talla L,2,"26,77 €",30%
900820,500340,1305,m,1,"32,92 €",20
900821,500341,1203,L,1,"19,01 €",0.4
900822,500342,1106,38,2,"73,33 €",0.3
900823,500342,1127,38,1,"79,76 €",0.1
900824,500343,1340,S,1,"80,92 €",0%
900825,500344,1168,XL,1,"19,82 €",0%
900826,500344,1134,Talla 40,2,"31,21 €",50%
900827,500345,1155,Talla 37,1,"61,83 €",40
900828,500345,1199,L,1,"21,22 €",40%
900829,500345,1189,XS,1,"16,40 €",0.1
900830,500346,1250,m,1,"31,36 €",0.3
900831,500347,1135,37,1,"71,49 €",30
900832,500347,1130,38,1,"73,00 €",40
900833,500348,1276,L,1,"24,73 €",50
900834,500348,1124,41,1,"77,92 €",0.5
900835,500349,1043,S,1,"54,13 €",30
900836,500349,1015,XL,1,"33,85 €",0.2
900837,500350,1117,38,1,"49,56 €",0.1
900838,500350,1192,M,1,"13,33 €",10%
900839,500351,1042,XS,1,"49,99 €",40
900840,500352,1177,XS,1,"20,83 €",10
900841,500353,1015,Talla S,1,"33,85 €",0%
900842,500354,1141,Talla 38,1,"47,53 €",0%
900843,500354,1207,M,2,"16,71 €",0%
900844,500355,1259,M,3,"30,24 €",0%
900845,500355,1117,36,2,"49,56 €",10%
900846,500355,1193,M,1,"20,23 €",0%
900847,500355,1297,M,1,"39,25 €",0.0
900848,500355,1193,m,1,"20,23 €",0.0
900849,500355,1268,M,1,"36,99 €",0
900850,500356,1204,XS,2,"12,35 €",40
900851,500357,1135,39,1,"71,49 €",0.2
900852,500357,1319,S,1,"30,13 €",0%
900853,500357,1024,L,1,"56,24 €",10%
900854,500358,1137,41,1,"63,83 €",0%
900855,500359,1168,Talla L,1,"19,82 €",0.1
900856,500360,1151,37,2,"47,09 €",0.3
900857,500360,1038,M,1,"27,52 €",40%
900858,500361,1053,S,2,"38,51 €",0.0
900859,500361,1229,Talla M,1,"38,72 €",0
900860,500362,1283,L,1,"24,64 €",40
900861,500362,1379,M,1,"31,72 €",0.2
900862,500363,1338,S,2,"61,23 €",0.2
900863,500363,1043,S,1,"54,13 €",30
900864,500363,1004,L,2,"45,55 €",40%
900865,500363,1362,L,1,"26,07 €",0.2
900866,500363,1100,38,1,"49,80 €",30%
900867,500364,1376,XL,1,"26,99 €",0.2
900868,500364,1187,L,1,"17,31 €",0.1
900869,500364,1204,S,2,"12,35 €",0.2
900870,500365,1098,39,1,"38,24 €",20
900871,500365,1376,L,1,"26,99 €",20%
900872,500365,1305,XL,1,"32,92 €",0.1
900873,500365,1279,M,1,"28,28 €",0.2
900874,500365,1013,Talla L,1,"31,03 €",0%
900875,500366,1287,L,1,"35,59 €",0.2
900876,500366,1122,37,1,"63,66 €",0.3
900877,500366,1056,XL,1,"39,14 €",0.3
900878,500367,1275,XS,1,"24,89 €",0%
900879,500367,1284,L,1,"20,70 €",10%
900880,500367,1375,M,1,"22,99 €",0%
900881,500367,1067,XS,1,"32,97 €",0%
900882,500367,1054,Talla S,2,"59,30 €",0.0
900883,500368,1106,36,1,"73,33 €",0.3
900884,500368,1225,XL,1,"39,08 €",0.2
900885,500368,1108,37,1,"69,72 €",20%
900886,500369,1042,L,1,"49,99 €",0.4
900887,500369,1147,38,1,"30,45 €",30%
900888,500370,1374,L,1,"12,90 €",10%
900889,500370,1362,L,1,"26,07 €",20
900890,500370,1110,38,1,"37,86 €",50
900891,500371,1265,L,1,"44,68 €",20
900892,500371,1124,36,1,"77,92 €",20
900893,500372,1362,M,1,"26,07 €",30%
900894,500373,1028,XS,2,"48,82 €",0.0
900895,500374,1026,L,1,"49,99 €",50%
900896,500374,1315,M,1,"32,56 €",20%
900897,500374,1143,37,1,"54,97 €",20
900898,500375,1389,M,2,"21,34 €",20%
900899,500375,1168,xs,3,"19,82 €",20%
900900,500375,1251,S,1,"41,39 €",20
900901,500376,1310,L,1,"40,69 €",0.3
900902,500376,1106,36,1,"73,33 €",0.2
900903,500376,1392,xs,2,"12,73 €",40%
900904,500376,1383,M,1,"20,95 €",10
900905,500376,1357,M,1,"16,44 €",0.1
900906,500377,1098,40,1,"38,24 €",0%
900907,500378,1391,m,1,"13,83 €",0.2
900908,500378,1225,L,1,"39,08 €",30%
900909,500378,1301,XS,2,"46,93 €",20%
900910,500378,1164,M,2,"18,58 €",10
900911,500378,1275,XL,1,"24,89 €",0.2
900912,500379,1208,L,1,"22,70 €",20%
900913,500380,1027,M,1,"34,91 €",20%
900914,500380,1073,S,1,"26,22 €",0.4
900915,500380,1021,XS,1,"43,85 €",10
900916,500380,1369,M,1,"15,16 €",0.4
900917,500381,1185,XL,1,"21,81 €",0%
900918,500382,1127,42,1,"79,76 €",0.4
900919,500383,1387,L,1,"10,36 €",10%
900920,500384,1231,M,2,"35,23 €",0%
900921,500384,1305,m,1,"32,92 €",0.0
900922,500385,1042,L,1,"49,99 €",40%
900923,500385,1311,XL,1,"30,25 €",0.3
900924,500385,1249,M,1,"34,29 €",0.3
900925,500385,1163,l,1,"22,89 €",0.0
900926,500386,1173,m,1,"22,99 €",0.2
900927,500387,1208,M,1,"22,70 €",0.3
900928,500387,1197,Talla M,1,"14,87 €",0.3
900929,500388,1273,s,1,"32,69 €",30
900930,500388,1015,Talla L,1,"33,85 €",40%
900931,500389,1042,M,2,"49,99 €",40%
900932,500389,1399,S,1,"31,60 €",20%
900933,500390,1006,M,1,"40,90 €",30%
900934,500390,1345,S,1,"85,68 €",0.1
900935,500391,1324,XL,1,"40,15 €",0.2
900936,500391,1349,XS,1,"53,20 €",40%
900937,500391,1084,L,1,"59,12 €",20%
900938,500392,1276,M,1,"24,73 €",10
900939,500392,1315,Talla L,1,"32,56 €",0.1
900940,500392,1076,S,1,"47,04 €",0.4
900941,500392,1203,Talla S,1,"19,01 €",0.2
900942,500392,1273,S,1,"32,69 €",50%
900943,500392,1197,m,1,"14,87 €",30
900944,500393,1362,M,1,"26,07 €",0.3
900945,500393,1174,Talla M,1,"20,68 €",0%
900946,500394,1055,L,1,"33,15 €",0.4
900947,500394,1285,S,1,"39,82 €",20%
900948,500394,1396,s,1,"15,65 €",10
900949,500394,1235,XS,1,"34,51 €",40
900950,500394,1038,XL,1,"27,52 €",0.4
900951,500394,1012,L,1,"40,99 €",0.3
900952,500395,1022,M,1,"36,94 €",0.3
900953,500395,1012,Talla XL,1,"40,99 €",0.0
900954,500395,1134,42,1,"31,21 €",0.2
900955,500395,1229,S,1,"38,72 €",10%
900956,500396,1293,L,1,"37,48 €",0.1
900957,500396,1219,S,1,"17,73 €",10%
900958,500397,1121,Talla 40,1,"72,81 €",0.3
900959,500398,1128,40,1,"71,15 €",20
900960,500398,1071,M,1,"29,62 €",10
900961,500399,1039,S,1,"53,52 €",0%
900962,500399,1397,Talla XL,1,"20,12 €",0.3
900963,500399,1015,M,1,"33,85 €",0.2
900964,500400,1032,M,1,"29,90 €",40%
900965,500401,1229,L,1,"38,72 €",0.1
900966,500401,1168,m,1,"19,82 €",20%
900967,500401,1156,38,2,"56,23 €",0.2
900968,500401,1040,l,1,"49,21 €",30
900969,500402,1115,41,1,"64,90 €",0.2
900970,500402,1048,M,1,"36,45 €",20%
900971,500402,1370,XS,1,"32,70 €",0.3
900972,500402,1111,37,2,"59,92 €",20%
900973,500403,1314,XL,1,"42,15 €",30%
900974,500403,1166,M,1,"15,50 €",40%
900975,500403,1071,S,2,"29,62 €",0.1
900976,500403,1375,Talla S,1,"22,99 €",0.5
900977,500404,1042,Talla M,2,"49,99 €",40
900978,500404,1210,M,1,"18,98 €",0.2
900979,500405,1311,L,1,"30,25 €",0.2
900980,500405,1170,L,1,"12,32 €",0.2
900981,500406,1357,M,1,"16,44 €",50
900982,500407,1198,S,1,"16,38 €",10%
900983,500407,1030,L,1,"46,38 €",10%
900984,500408,1019,M,1,"38,48 €",0%
900985,500408,1073,S,1,"26,22 €",0%
900986,500409,1158,39,1,"44,36 €",20
900987,500409,1362,M,1,"26,07 €",0.3
900988,500410,1368,M,1,"20,18 €",30%
900989,500410,1389,XS,1,"21,34 €",20%
900990,500411,1042,L,2,"49,99 €",40%
900991,500411,1204,L,1,"12,35 €",0.4
900992,500411,1252,XS,1,"33,85 €",30%
900993,500411,1377,Talla S,1,"31,22 €",0.0
900994,500412,1067,S,1,"32,97 €",50%
900995,500412,1106,37,1,"73,33 €",0.3
900996,500412,1267,XL,1,"36,41 €",40
900997,500412,1117,41,1,"49,56 €",0.3
900998,500412,1128,36,1,"71,15 €",0.2
900999,500413,1357,XL,1,"16,44 €",0.0
901000,500413,1315,M,2,"32,56 €",0%
901001,500414,1185,xs,1,"21,81 €",0
901002,500414,1015,l,1,"33,85 €",0.1
901003,500414,1037,XL,1,"41,52 €",10%
901004,500415,1354,XL,1,"10,85 €",0.0
901005,500415,1229,S,1,"38,72 €",0.1
901006,500415,1035,L,1,"57,32 €",10%
901007,500416,1042,Talla XL,1,"49,99 €",40%
901008,500416,1106,Talla 42,1,"73,33 €",20%
901009,500417,1007,S,2,"30,50 €",0.0
901010,500417,1386,XL,1,"32,98 €",10
901011,500417,1203,L,1,"19,01 €",40
901012,500418,1390,XS,1,"19,91 €",0.1
901013,500418,1314,S,1,"42,15 €",20
901014,500418,1259,M,1,"30,24 €",20%
901015,500418,1056,XS,3,"39,14 €",0.3
901016,500419,1204,M,1,"12,35 €",0.0
901017,500419,1344,S,1,"48,33 €",0%
901018,500420,1127,38,1,"79,76 €",30%
901019,500420,1129,36,1,"73,51 €",0.2
901020,500420,1300,L,1,"32,84 €",0.3
901021,500421,1285,Talla L,1,"39,82 €",10%
901022,500421,1376,M,1,"26,99 €",0.4
901023,500422,1090,L,1,"34,56 €",20%
901024,500422,1204,L,1,"12,35 €",10%
901025,500422,1126,Talla 38,1,"52,20 €",10
901026,500422,1315,XS,1,"32,56 €",10%
901027,500423,1388,Talla XL,1,"15,95 €",30%
901028,500423,1285,L,1,"39,82 €",0.3
901029,500423,1333,M,1,"89,35 €",0
901030,500424,1375,s,1,"22,99 €",10%
901031,500424,1015,S,2,"33,85 €",30%
901032,500424,1289,S,1,"22,39 €",20
901033,500424,1377,M,1,"31,22 €",0.4
901034,500424,1372,Talla L,1,"28,06 €",20%
901035,500425,1117,38,2,"49,56 €",20
901036,500425,1048,Talla L,1,"36,45 €",0.3
901037,500425,1304,L,1,"44,49 €",20
901038,500425,1111,Talla 41,1,"59,92 €",0.3
901039,500426,1134,38,1,"31,21 €",0.2
901040,500426,1258,M,1,"35,14 €",10%
901041,500427,1039,L,1,"53,52 €",10
901042,500427,1368,S,1,"20,18 €",30%
901043,500427,1229,M,2,"38,72 €",40
901044,500428,1285,S,1,"39,82 €",0.1
901045,500428,1142,39,2,"75,44 €",0.2
901046,500428,1163,XS,1,"22,89 €",0.2
901047,500429,1043,l,1,"54,13 €",30
901048,500429,1135,39,2,"71,49 €",0.4
901049,500430,1174,S,2,"20,68 €",0.4
901050,500430,1346,M,1,"45,31 €",50%
901051,500431,1122,39,1,"63,66 €",0%
901052,500431,1106,39,1,"73,33 €",30
901053,500431,1262,XL,1,"36,87 €",30%
901054,500432,1084,M,1,"59,12 €",0.2
901055,500433,1042,M,1,"49,99 €",40
901056,500433,1183,XS,1,"22,12 €",0.0
901057,500434,1226,s,1,"35,69 €",20%
901058,500434,1297,XS,1,"39,25 €",30
901059,500434,1359,M,2,"29,93 €",0.3
901060,500434,1268,XS,1,"36,99 €",0.2
901061,500435,1145,40,1,"44,56 €",10
901062,500435,1253,M,1,"42,45 €",0%
901063,500435,1053,M,1,"38,51 €",0
901064,500436,1193,XS,1,"20,23 €",0.3
901065,500436,1239,S,1,"31,88 €",0%
901066,500436,1310,L,1,"40,69 €",20
901067,500436,1393,M,1,"13,58 €",20
901068,500436,1075,M,1,"43,55 €",20%
901069,500436,1006,S,1,"40,90 €",10
901070,500437,1348,XL,1,"54,42 €",0%
901071,500438,1144,39,1,"75,61 €",0.5
901072,500438,1351,XS,1,"26,88 €",20%
901073,500439,1067,Talla S,1,"32,97 €",30%
901074,500439,1231,L,1,"35,23 €",0.2
901075,500440,1007,xl,1,"30,50 €",10%
901076,500440,1265,L,1,"44,68 €",0.0
901077,500441,1035,XL,1,"57,32 €",0.5
901078,500441,1080,M,1,"34,78 €",0.1
901079,500442,1151,39,1,"47,09 €",10%
901080,500443,1250,L,1,"31,36 €",0.3
901081,500443,1362,S,1,"26,07 €",10%
901082,500444,1038,XS,1,"27,52 €",10%
901083,500444,1290,s,2,"23,54 €",0.2
901084,500445,1093,37,1,"68,61 €",0.2
901085,500445,1079,M,1,"46,26 €",0.3
901086,500446,1045,S,1,"57,82 €",0.0
901087,500446,1251,S,1,"41,39 €",0.0
901088,500446,1362,L,1,"26,07 €",0
901089,500446,1120,36,1,"65,76 €",10
901090,500446,1301,S,1,"46,93 €",0.0
901091,500447,1290,L,1,"23,54 €",0.2
901092,500447,1115,37,1,"64,90 €",0%
901093,500448,1042,L,1,"49,99 €",0.4
901094,500449,1242,XS,1,"38,06 €",0
901095,500449,1315,L,2,"32,56 €",0.0
901096,500450,1106,40,1,"73,33 €",0.2
901097,500450,1013,XS,1,"31,03 €",30%
901098,500450,1315,L,1,"32,56 €",20%
901099,500450,1131,38,1,"55,67 €",0%
901100,500451,1042,Talla XL,2,"49,99 €",40%
901101,500451,1204,XL,1,"12,35 €",40
901102,500451,1379,L,1,"31,72 €",20%
901103,500452,1374,m,1,"12,90 €",0
901104,500452,1094,37,1,"61,63 €",0.1
901105,500452,1203,M,1,"19,01 €",30
901106,500453,1129,38,1,"73,51 €",40%
901107,500453,1326,Talla M,1,"67,24 €",0.1
901108,500453,1031,M,1,"33,85 €",0.0
901109,500454,1336,L,2,"80,41 €",10%
901110,500454,1235,M,2,"34,51 €",0.1
901111,500455,1282,XS,1,"36,05 €",0.2
901112,500455,1220,Talla L,1,"18,87 €",0.4
901113,500455,1176,S,1,"23,41 €",0.3
901114,500455,1306,L,1,"38,88 €",0.1
901115,500456,1257,l,1,"41,13 €",30%
901116,500456,1295,L,1,"36,18 €",20
901117,500457,1253,L,1,"42,45 €",0.3
901118,500458,1042,XL,1,"49,99 €",40%
901119,500458,1258,S,1,"35,14 €",0.5
901120,500458,1189,XL,1,"16,40 €",0.2
901121,500458,1075,S,2,"43,55 €",20%
901122,500459,1042,M,1,"49,99 €",40%
901123,500460,1400,xs,1,"25,30 €",0%
901124,500461,1032,xs,1,"29,90 €",0%
901125,500461,1194,L,1,"22,75 €",20
901126,500461,1182,m,1,"16,74 €",10
901127,500462,1287,M,1,"35,59 €",0.3
901128,500462,1310,S,1,"40,69 €",0.4
901129,500463,1118,36,2,"79,30 €",50%
901130,500463,1325,L,1,"46,91 €",40
901131,500463,1240,XS,1,"41,66 €",20%
